,1,2,3,4,5,6,7,8,9,10
2001,0.07220958365913474,0.08892671457378479,0.10079583281362448,0.1301856050625883,0.15988399375444365,0.18770909243981573,0.2083160904580609,0.2485771176262083,0.2889056853351596,0.3574414209763794
2002,0.066749630999828,0.08113564930599715,0.09542363537670857,0.11000668619073928,0.13504395434124566,0.15765366642158304,0.17704897664376593,0.209233619364667,0.24421611792697961,0.31334172053237813
2003,0.058000902106354696,0.06878355589605446,0.07912663429370115,0.09970835163324082,0.1142489658928903,0.13528401610455204,0.16390044868888637,0.19115540815955454,0.22509943425748316,0.28250773255792944
2004,0.053423674020933176,0.06292508443115069,0.07783891193818944,0.08555344114958424,0.10587838096578103,0.13271192911264507,0.1751207327580984,0.1815139021335086,0.18383040761591493,0.21773808103665654
2005,0.05129365025281989,0.06084279665812201,0.07301429018811349,0.08574341259035706,0.10475398262705013,0.11949209203872913,0.14193352950478982,0.1709828957436005,0.18502032019321352,0.21559460052243323
2006,0.04638274524481177,0.05534761706472545,0.06793209857798181,0.0851955549294015,0.09752224201738391,0.1122219058258621,0.1383694996943674,0.14134970028569896,0.16719563505146828,0.21381262915927385
2007,0.05498023703766143,0.06931872653071144,0.08164845921230406,0.09377734597032368,0.10463240538039173,0.11862085662641311,0.1399510845207836,0.149926075825403,0.17194515527873988,0.22543116895269327
2008,0.09187412812867486,0.11505809925189113,0.13374646499642248,0.15070311142595916,0.16551274403089866,0.17987489744119747,0.19770798798995629,0.21659071331533053,0.229881433170838,0.29744135838682484
2009,0.0855311166152982,0.0996599632724568,0.11967372558731044,0.13797741117085827,0.15106575899362348,0.17075120881215225,0.2011482873572035,0.2299841199143701,0.2782855866428501,0.40974418126201906
2010,0.06404900005748576,0.08239189450855158,0.09515109462942573,0.10702270449201323,0.12347192529612516,0.1396465230076893,0.15118355443123982,0.16489732511963118,0.1907148929480046,0.24342021809218256
2011,0.05878366518831014,0.07463543163668845,0.1018554207563814,0.10498074584671784,0.12848329444253467,0.13382718825674056,0.14470150151691366,0.1642590981703317,0.19089480220646898,0.2385618396988898
2012,0.04538726327777472,0.061496667228736354,0.07656257410158308,0.08597204990940523,0.10103937060360295,0.11077225085222803,0.12842119523179413,0.14441470832030612,0.17095504827114907,0.23212160878736166
2013,0.05085206998742785,0.061074719934900754,0.06805103684693663,0.07919249769961431,0.09073212602675626,0.1095640789690407,0.12626794533628968,0.14544363318202758,0.18499820835406586,0.23458033537474568
2014,0.050828846012715256,0.05923884276375814,0.06521996703948126,0.08177871583049423,0.09439593257039355,0.10766716111329923,0.1287295487044516,0.15651740488776023,0.18142578843473156,0.23052182097323315
2015,0.049719760531310754,0.06447913315571349,0.07391306622541617,0.08853656818479916,0.10276154776959982,0.12001191910656543,0.14073031516064163,0.1612774642490002,0.19578794123235901,0.38215962730774833
2016,0.05605149757701178,0.06344055440388799,0.07455233414195218,0.0875185758171242,0.09910097082299098,0.12863705789460825,0.14177317306688425,0.16834667005529158,0.20925810533123482,0.30519523049942915
2017,0.046198662793046005,0.05505242899026969,0.06737537461918189,0.0752000704961154,0.08674100479131534,0.11288012733949912,0.12835602486592795,0.1737132078791799,0.19356681944107684,0.2657090541376101
2018,0.06084318954829541,0.07226883544156176,0.08147497473078522,0.09610612835070588,0.1119547978436652,0.12777633094373153,0.15055385889103795,0.18383737879493406,0.2154155350956218,0.4214631589968659
2019,0.05198516280615566,0.0680933947071444,0.07745449865840966,0.08831405611800976,0.10609712227022244,0.12674907132794563,0.14315549323663387,0.1827865008038612,0.23593801585505375,0.33096413028191257
2020,0.10128273862098157,0.11636323887734777,0.13002579043907656,0.14735081881315185,0.16185085087747766,0.19923870575164962,0.239777212354495,0.4608965726302777,0.3539955802431338,0.4707329354397989
